school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
Clements Middle School,130393003869,Newton County School System,Atlanta,GA,traditional,middle,,(770)784-2934,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cousins Middle School,130393001457,Newton County School System,Atlanta,GA,traditional,middle,,(770)786-7311,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Newton Elementary School,130393001456,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2973,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Eastside High School,130393001023,Newton County School System,Atlanta,GA,traditional,high,https://ehs.newtoncountyschools.org/,(770)784-2920,,Jeff Cher,Principal,cher.jeff@newton.k12.ga.us,(770)784-2920,,,,,,,,ehs.newtoncountyschools.org/about_us/faculty_and_staff (Principal Jeff Cher cher.jeff@newton.k12.ga.us),2026-09-07,verified
Fairview Elementary,130393001455,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2959,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Flint Hill Elementary,130393001462,Newton County School System,Atlanta,GA,traditional,elementary,,(770)787-1330,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Heard-Mixon Elementary School,130393001460,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2980,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Indian Creek Middle School,130393002224,Newton County School System,Atlanta,GA,traditional,middle,,(770)385-6453,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Liberty Middle School,130393003927,Newton County School System,Atlanta,GA,traditional,middle,,(678)625-6617,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Live Oak Elementary,130393003876,Newton County School System,Atlanta,GA,traditional,elementary,,(678)625-6654,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Livingston Elementary School,130393001463,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2930,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Mansfield Elementary School,130393001461,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2948,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Middle Ridge Elementary School,130393002222,Newton County School System,Atlanta,GA,traditional,elementary,,(770)385-6463,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Newton County Theme School at Ficquett,130393003920,Newton County School System,Atlanta,GA,traditional,elementary,,(770)786-2636,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Newton High School,130393001454,Newton County School System,Atlanta,GA,traditional,high,https://nhs.newtoncountyschools.org/,(770)787-2250,,Dr. Stephen Hammock,Principal,hammock.stephen@newton.k12.ga.us,(770)787-2250,,,,,,,,nhs.newtoncountyschools.org/about_us/administration (2026-2027 Dr. Stephen Hammock Principal); athletics contacts hammock.stephen@newton.k12.ga.us,2026-09-07,verified
Oak Hill Elementary School,130393002507,Newton County School System,Atlanta,GA,traditional,elementary,,(770)385-6906,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Porterdale Elementary School,130393001459,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-2928,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rocky Plains Elementary School,130393003435,Newton County School System,Atlanta,GA,traditional,elementary,,(770)784-4987,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
South Salem Elementary School,130393003770,Newton County School System,Atlanta,GA,traditional,elementary,,(770)787-1330,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Veterans Memorial Middle School,130393002424,Newton County School System,Atlanta,GA,traditional,middle,,(770)385-6893,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Newton Elementary School,130393002223,Newton County School System,Atlanta,GA,traditional,elementary,,(770)385-6472,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Colham Ferry Elementary School,130396001465,Oconee County Schools,Athens,GA,traditional,elementary,,(706)769-7764,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dove Creek Elementary School,130396004316,Oconee County Schools,Athens,GA,traditional,elementary,,(706)310-2019,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dove Creek Middle School,130396004681,Oconee County Schools,Athens,GA,traditional,middle,,(706)310-2017,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
High Shoals Elementary School,130396003854,Oconee County Schools,Athens,GA,traditional,elementary,,(706)310-1985,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Malcom Bridge Elementary School,130396001765,Oconee County Schools,Athens,GA,traditional,elementary,,(706)310-1998,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Malcom Bridge Middle School,130396002225,Oconee County Schools,Athens,GA,traditional,middle,,(706)310-1992,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
North Oconee High School,130396003437,Oconee County Schools,Athens,GA,traditional,high,https://nohs.oconeeschools.org/,(706)769-7760,,Keith Carter,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://nohs.oconeeschools.org/our-school/new-page-clone|https://resources.finalsite.net/images/v1761235236/oconeeschoolsorg/uno4uqawspxv1sgmvegi/NOHSSchoolProfile2025261.pdf,2026-09-07,verified
Oconee County Elementary School,130396001464,Oconee County Schools,Athens,GA,traditional,elementary,,(706)769-7791,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oconee County High School,130396000148,Oconee County Schools,Athens,GA,traditional,high,https://ochs.oconeeschools.org/,(706)769-6655,,Matt Stephens,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://ochs.oconeeschools.org/our-school/new-page-clone,2026-09-07,verified
Oconee County Middle School,130396000018,Oconee County Schools,Athens,GA,traditional,middle,,(706)769-3575,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oconee County Primary School,130396002008,Oconee County Schools,Athens,GA,traditional,elementary,,(706)769-7941,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rocky Branch Elementary School,130396002587,Oconee County Schools,Athens,GA,traditional,elementary,,(706)769-3235,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oglethorpe County Elementary School,130399002226,Oglethorpe County School System,Athens,GA,traditional,elementary,,(706)743-8750,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oglethorpe County High School,130399001468,Oglethorpe County School System,Athens,GA,traditional,high,https://ochs.oglethorpe.k12.ga.us/o/ochs/,(706)743-8124,,Bill Sampson,Principal,bsampson@oglethorpe.k12.ga.us,,Erin Bunch; Cassandra Campbell,ebunch@oglethorpe.k12.ga.us; ccampbell@oglethorpe.k12.ga.us,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://ochs.oglethorpe.k12.ga.us/o/ochs/page/who-to-contact,2026-09-07,verified
Oglethorpe County Middle School,130399001467,Oglethorpe County School System,Athens,GA,traditional,middle,,(706)743-8146,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oglethorpe County Primary School,130399002227,Oglethorpe County School System,Athens,GA,traditional,elementary,,(706)743-8194,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Allgood Elementary School,130402002275,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-8070,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bessie L. Baggett Elementary,130402002588,Paulding County School District,Atlanta,GA,traditional,elementary,,(678)460-1570,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Burnt Hickory Elementary School,130402003655,Paulding County School District,Atlanta,GA,traditional,elementary,,(678)363-0970,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
C. A. Roberts Elementary School,130402002274,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-8060,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Carl Scoggins Sr. Middle School,130402003822,Paulding County School District,Atlanta,GA,traditional,middle,,(770)456-4188,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Connie Dugan Elementary School,130402003439,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)949-5261,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dallas Elementary School,130402001470,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-8018,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Paulding High School,130402002188,Paulding County School District,Atlanta,GA,traditional,high,https://ephs.paulding.k12.ga.us/,(770)445-5100,,Brad Thomason,Principal,BWThomason@paulding.k12.ga.us,(770)445-5100,,,,,,,,ephs.paulding.k12.ga.us/our-school/administration (Brad Thomason Principal BWThomason@paulding.k12.ga.us),2026-09-07,verified
East Paulding Middle School,130402000542,Paulding County School District,Atlanta,GA,traditional,middle,,(770)443-7000,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Floyd L. Shelton Elementary School at Crossroad,130402000522,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-4244,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hal Hutchens Elementary,130402003827,Paulding County School District,Atlanta,GA,traditional,elementary,,(678)838-2683,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Herschel Jones Middle School,130402001472,Paulding County School District,Atlanta,GA,traditional,middle,,(770)443-8024,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hiram Elementary School,130402001476,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-3392,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hiram High School,130402002338,Paulding County School District,Atlanta,GA,traditional,high,https://hhs.paulding.k12.ga.us/,(770)443-1182,,Dr. LaRoyce Sublett,Principal,,(770)443-1182,,,,,,,,"hhs.paulding.k12.ga.us/our-school/school-information/about-hiram-high (Administration: Dr. LaRoyce Sublett, Principal)",2026-09-07,verified
Irma C. Austin Middle School,130402003440,Paulding County School District,Atlanta,GA,traditional,middle,,(770)942-0316,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
J. A. Dobbins Middle School,130402001786,Paulding County School District,Atlanta,GA,traditional,middle,,(770)443-4835,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lena Mae Moses Middle School,130402002508,Paulding County School District,Atlanta,GA,traditional,middle,,(770)443-8727,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lillian C. Poole Elementary School,130402002958,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)505-5541,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
McGarity Elementary School,130402002009,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)445-9007,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Nebo Elementary School,130402002228,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-8777,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
New Georgia Elementary School,130402001473,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)445-3597,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
North Paulding High School,130402003625,Paulding County School District,Atlanta,GA,traditional,high,https://nphs.paulding.k12.ga.us/,(770)443-9400,,Gabe Carmona,Principal,gcarmona@paulding.k12.ga.us,(770)443-9400,,,,,,,,"nphs.paulding.k12.ga.us/staff/our-staff (Gabe Carmona gcarmona@paulding.k12.ga.us, Principal)",2026-09-07,verified
Northside Elementary School,130402000524,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-7008,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
P. B. Ritch Middle School,130402004074,Paulding County School District,Atlanta,GA,traditional,middle,,(770)443-8000,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Paulding County High School,130402001471,Paulding County School District,Atlanta,GA,traditional,high,https://pchs.paulding.k12.ga.us/,(770)443-8008,,Andy Dorsey,Principal,,(770)443-8008,,,,,,,,pchs.paulding.k12.ga.us/our-school/staff-directory (Andy Dorsey PRINCIPAL),2026-09-07,verified
Roland W. Russom Elementary,130402002959,Paulding County School District,Atlanta,GA,traditional,elementary,,(678)575-3402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sam D. Panter Elementary School,130402001781,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-4303,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sammy McClure Sr. Middle School,130402003693,Paulding County School District,Atlanta,GA,traditional,middle,,(770)505-3700,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sara M. Ragsdale Elementary,130402003864,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-2140,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
South Paulding High School,130402003438,Paulding County School District,Atlanta,GA,traditional,high,https://sphs.paulding.k12.ga.us/,(770)949-9221,,Edward R. Thomas,Principal,Ethomas@paulding.k12.ga.us,(770)949-9221,,,,,,,,sphs.paulding.k12.ga.us/staff-websites/thomas-edward (Email Ethomas@paulding.k12.ga.us; role Principal),2026-09-07,verified
South Paulding Middle School,130402002187,Paulding County School District,Atlanta,GA,traditional,middle,,(770)445-8500,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Union Elementary School,130402001477,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-4191,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
WC Abney Elementary,130402003986,Paulding County School District,Atlanta,GA,traditional,elementary,,(770)443-8000,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Byron Elementary School,130405001481,Peach County Schools,Warner Robins,GA,traditional,elementary,,(478)956-5020,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Byron Middle School,130405001807,Peach County Schools,Warner Robins,GA,traditional,middle,,(478)956-4999,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Fort Valley Middle School,130405001482,Peach County Schools,Warner Robins,GA,traditional,middle,,(478)825-2413,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hunt Elementary School,130405001480,Peach County Schools,Warner Robins,GA,traditional,elementary,,(478)825-5296,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Kay Road Elementary,130405002143,Peach County Schools,Warner Robins,GA,traditional,elementary,,(478)825-8893,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Peach County Achievement Academy,130405004682,Peach County Schools,Warner Robins,GA,traditional,high,,(478)825-3441,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Peach County High School,130405001483,Peach County Schools,Warner Robins,GA,traditional,high,https://www.peachschools.org/o/pchs,(478)825-8258,,Dr. Angela Hambrick,Principal,,(478) 825-8258,,,,,,,,https://www.peachschools.org/o/pchs/article/1493850,2026-09-07,verified
Pelham City Middle School,130408002462,Pelham City Schools,Rural SW Georgia,GA,traditional,middle,,(229)294-6063,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pelham Elementary School,130408001485,Pelham City Schools,Rural SW Georgia,GA,traditional,elementary,,(229)294-8170,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pelham High School,130408002461,Pelham City Schools,Rural SW Georgia,GA,traditional,high,,(229)294-8623,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Harmony Elementary School,130411003441,Pickens County Schools,Atlanta,GA,traditional,elementary,,(706)253-1840,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hill City Elementary School,130411002589,Pickens County Schools,Atlanta,GA,traditional,elementary,,(706)253-1880,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jasper Middle School,130411002590,Pickens County Schools,Atlanta,GA,traditional,middle,,(706)253-1730,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pickens County High School,130411002276,Pickens County Schools,Atlanta,GA,traditional,high,https://pickenshigh.pickens.k12.ga.us/,(706)253-1800,,Dr. Brandon Tippens,Principal,brandontippens@pickenscountyschools.org,(706)253-1800,,,,,,,,pickens.k12.ga.us article 2758948 (Mar 2026 BOE: Tippens named PHS Principal effective 2026-27); pickens.k12.ga.us/page/dexter-mosely-act/ lists Pickens High School Principal Brandon Tippens brandontippens@pickenscountyschools.org,2026-09-07,verified
