zip,state,district,metro,entity_type,match_method,confidence,n_schools_in_zip,notes,source_urls,last_verified_at
31744,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Mitchell County Schools; census land≈65.43 sq mi (54% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31747,GA,Colquitt County Schools,Moultrie,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.70 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31749,GA,Berrien County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Irwin County Schools, Tift County Schools; census land≈49.62 sq mi (78% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31749,GA,Irwin County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Berrien County Schools, Tift County Schools; census land≈8.57 sq mi (14% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31749,GA,Tift County Schools,Tifton,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Berrien County Schools, Irwin County Schools; census land≈5.29 sq mi (8% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31750,GA,Ben Hill County Schools,Fitzgerald,traditional,ccd_school_zip,high,5,"multi-LEA ZCTA; also Irwin County Schools, Wilcox County Schools; census land≈209.03 sq mi (75% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31750,GA,Irwin County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Wilcox County Schools; census land≈71.43 sq mi (25% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31750,GA,Wilcox County Schools,Rural South Georgia,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Irwin County Schools; census land≈0.11 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31753,GA,Colquitt County Schools,Moultrie,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
31756,GA,Colquitt County Schools,Moultrie,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
31757,GA,Thomas County Schools,Thomasville,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Thomasville City Schools; census land≈84.13 sq mi (100% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31757,GA,Thomasville City Schools,Thomasville,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Thomas County Schools; census land≈0.40 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31763,GA,Dougherty County Schools,Albany,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lee County Schools, Terrell County Schools; census land≈1.70 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31763,GA,Lee County Schools,Albany,traditional,ccd_school_zip,high,8,"multi-LEA ZCTA; also Dougherty County Schools, Terrell County Schools; census land≈245.77 sq mi (99% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31763,GA,Terrell County Schools,Albany,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Dougherty County Schools, Lee County Schools; census land≈0.38 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31764,GA,Lee County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Sumter County Schools; census land≈10.82 sq mi (14% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31764,GA,Sumter County Schools,Americus,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lee County Schools; census land≈65.10 sq mi (86% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31765,GA,Colquitt County Schools,Moultrie,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Mitchell County Schools, Thomas County Schools; census land≈17.26 sq mi (21% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31765,GA,Mitchell County Schools,Rural SW Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Thomas County Schools; census land≈41.76 sq mi (50% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31765,GA,Thomas County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Mitchell County Schools; census land≈23.79 sq mi (29% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31768,GA,Colquitt County Schools,Moultrie,traditional,ccd_school_zip,high,7,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
31771,GA,Colquitt County Schools,Moultrie,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Worth County Schools; census land≈109.43 sq mi (97% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31771,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools; census land≈3.51 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31772,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈54.18 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31773,GA,Colquitt County Schools,Moultrie,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Grady County Schools, Thomas County Schools; census land≈1.68 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31773,GA,Grady County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Thomas County Schools; census land≈16.35 sq mi (19% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31773,GA,Thomas County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Grady County Schools; census land≈67.56 sq mi (79% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31774,GA,Irwin County Schools,Rural South Georgia,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
31775,GA,Colquitt County Schools,Moultrie,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Tift County Schools, Worth County Schools; census land≈19.32 sq mi (44% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31775,GA,Tift County Schools,Tifton,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also Colquitt County Schools, Worth County Schools; census land≈16.49 sq mi (37% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31775,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Tift County Schools; census land≈8.58 sq mi (19% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31778,GA,Brooks County Schools,Valdosta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools, Thomas County Schools; census land≈66.99 sq mi (61% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31778,GA,Colquitt County Schools,Moultrie,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Brooks County Schools, Thomas County Schools; census land≈2.82 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31778,GA,Thomas County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Brooks County Schools, Colquitt County Schools; census land≈39.50 sq mi (36% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31779,GA,Grady County Schools,Thomasville,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also Mitchell County Schools, Pelham City Schools, Thomas County Schools; census land≈44.82 sq mi (33% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31779,GA,Mitchell County Schools,Rural SW Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Grady County Schools, Pelham City Schools, Thomas County Schools; census land≈83.73 sq mi (62% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31779,GA,Pelham City Schools,Rural SW Georgia,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also Grady County Schools, Mitchell County Schools, Thomas County Schools; census land≈4.08 sq mi (3% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31779,GA,Thomas County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Grady County Schools, Mitchell County Schools, Pelham City Schools; census land≈2.89 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31780,GA,Sumter County Schools,Americus,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Webster County Schools; census land≈82.85 sq mi (91% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31780,GA,Webster County Schools,Rural SW Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Sumter County Schools; census land≈8.68 sq mi (9% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31781,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈27.10 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31783,GA,Ben Hill County Schools,Fitzgerald,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Irwin County Schools, Turner County Schools; census land≈18.98 sq mi (19% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31783,GA,Irwin County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Turner County Schools; census land≈27.46 sq mi (28% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31783,GA,Turner County Schools,Tifton,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Irwin County Schools; census land≈51.25 sq mi (52% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31784,GA,Mitchell County Schools,Rural SW Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈32.60 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31787,GA,Lee County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Sumter County Schools; census land≈55.71 sq mi (66% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31787,GA,Sumter County Schools,Americus,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lee County Schools; census land≈28.72 sq mi (34% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31788,GA,Brooks County Schools,Valdosta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Colquitt County Schools; census land≈2.43 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31788,GA,Colquitt County Schools,Moultrie,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Brooks County Schools; census land≈126.27 sq mi (98% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31789,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈65.88 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31790,GA,Irwin County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Tift County Schools, Turner County Schools; census land≈2.19 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31790,GA,Tift County Schools,Tifton,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Irwin County Schools, Turner County Schools; census land≈1.87 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31790,GA,Turner County Schools,Tifton,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Irwin County Schools, Tift County Schools; census land≈65.05 sq mi (94% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31791,GA,Dougherty County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Worth County Schools; census land≈0.74 sq mi (0% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31791,GA,Worth County Schools,Albany,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Dougherty County Schools; census land≈208.88 sq mi (100% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31792,GA,Grady County Schools,Thomasville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Thomas County Schools, Thomasville City Schools; census land≈62.01 sq mi (29% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31792,GA,Thomas County Schools,Thomasville,traditional,ccd_school_zip,high,5,"multi-LEA ZCTA; also Grady County Schools, Thomasville City Schools; census land≈134.61 sq mi (64% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31792,GA,Thomasville City Schools,Thomasville,traditional,ccd_school_zip,high,5,"multi-LEA ZCTA; also Grady County Schools, Thomas County Schools; census land≈14.61 sq mi (7% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31793,GA,Tift County Schools,Tifton,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
31794,GA,Berrien County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Tift County Schools; census land≈10.68 sq mi (9% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31794,GA,Tift County Schools,Tifton,traditional,ccd_school_zip,high,9,multi-LEA ZCTA; also Berrien County Schools; census land≈103.86 sq mi (91% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31795,GA,Tift County Schools,Tifton,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Worth County Schools; census land≈12.48 sq mi (26% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31795,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Tift County Schools; census land≈34.91 sq mi (74% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31796,GA,Crisp County Schools,Cordele,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Worth County Schools; census land≈0.63 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31796,GA,Worth County Schools,Albany,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Crisp County Schools; census land≈70.28 sq mi (99% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31798,GA,Ben Hill County Schools,Fitzgerald,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Coffee County Schools, Irwin County Schools; census land≈11.41 sq mi (13% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31798,GA,Coffee County Schools,Douglas,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Irwin County Schools; census land≈31.06 sq mi (34% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31798,GA,Irwin County Schools,Rural South Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Ben Hill County Schools, Coffee County Schools; census land≈48.45 sq mi (53% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31801,GA,Marion County Schools,Columbus,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Muscogee County Schools, Talbot County Schools; census land≈55.94 sq mi (65% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
31801,GA,Muscogee County Schools,Columbus,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Marion County Schools, Talbot County Schools; census land≈2.09 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
